Clave de idioma;Plan de cuentas;Cuenta de mayor;Texto breve;Texto explicativo;Texto explicativo
ES;XSON;1122000099;AV-Valores a deposit;AV-Valores a depositar-SBF;AV-VALORES A DEPOSITAR-SB
ES;XSON;1122000100;Valores a depositar;Valores a depositar-SBF;VALORES A DEPOSITAR-SBF
ES;XSON;1122000109;AV-Valores a deposit;AV-Valores a depositar-Publicidad;AV-VALORES A DEPOSITAR-PU
ES;XSON;1122000110;Valores a depositar;Valores a depositar-Publicidad;VALORES A DEPOSITAR-PUBLI
ES;XSON;1122000114;AV-Valores a deposit;AV-Valores a depositar-Mobile;AV-VALORES A DEPOSITAR-MO
ES;XSON;1122000115;Valores a depositar;Valores a depositar-Mobile;VALORES A DEPOSITAR-MOBIL
ES;XSON;1122000119;AV-Valores a deposit;AV-Valores a depositar-Derechos de exhibicion;AV-VALORES A DEPOSITAR-DE
ES;XSON;1122000120;Valores a depositar;Valores a depositar-Derechos de exhibicion;VALORES A DEPOSITAR-DEREC
ES;XSON;1122000134;AV-Valores a deposit;AV-Valores a depositar-Otras ventas;AV-VALORES A DEPOSITAR-OT
ES;XSON;1122000135;Valores a depositar;Valores a depositar-Otras ventas;VALORES A DEPOSITAR-OTRAS
ES;XSON;1122000149;AV-Cheques rechazado;AV-Cheques rechazados;AV-CHEQUES RECHAZADOS
ES;XSON;1122000150;Cheques rechazados;Cheques rechazados;CHEQUES RECHAZADOS
ES;XSON;1122000199;AV-Documentos a cobr;AV-Documentos a cobrar;AV-DOCUMENTOS A COBRAR
ES;XSON;1122000200;Documentos a cobrar;Documentos a cobrar;DOCUMENTOS A COBRAR
ES;XSON;1122500100;Servicios a devengar;Servicios a devengar;SERVICIOS A DEVENGAR
ES;XSON;1123000099;AV-Servicios prestad;AV-Servicios prestados y no facturados-SBF;AV-SERVICIOS PRESTADOS Y
ES;XSON;1123000100;SPyNF;Servicios prestados y no facturados-SBF;SERVICIOS PRESTADOS Y NO
ES;XSON;1123000109;AV-Servicios prestad;AV-Servicios prestados y no facturados-Publicidad;AV-SERVICIOS PRESTADOS Y
ES;XSON;1123000110;SPyNF;Servicios prestados y no facturados-Publicidad;SERVICIOS PRESTADOS Y NO
ES;XSON;1123000114;AV-Servicios prestad;AV-Servicios prestados y no facturados-Mobile;AV-SERVICIOS PRESTADOS Y
ES;XSON;1123000115;SPyNF;Servicios prestados y no facturados-Mobile;SERVICIOS PRESTADOS Y NO
ES;XSON;1123000119;AV-SPyNF;AV-Servicios prestados y no fact.-Der.exhibicion;AV-SERVICIOS PRESTADOS Y
ES;XSON;1123000120;SPyNF;Servicios prestados y no fact.-Der.de exhibicion;SERVICIOS PRESTADOS Y NO
ES;XSON;1123000134;AV-Servicios prestad;AV-Servicios prestados y no fact.-Otras ventas;AV-SERVICIOS PRESTADOS Y
ES;XSON;1123000135;SPyNF;Servicios prestados y no facturados-Otras ventas;SERVICIOS PRESTADOS Y NO
ES;XSON;1123500100;Prevision incobrable;Prevision incobrables-SBF;PREVISION INCOBRABLES-SBF
ES;XSON;1123500110;Prevision incobrable;Prevision incobrables-Publicidad;PREVISION INCOBRABLES-PUB
ES;XSON;1123500115;Prevision incobrable;Prevision incobrables-Mobile;PREVISION INCOBRABLES-MOB
ES;XSON;1123500120;Prevision incobrable;Prevision incobrables-Derechos de exhibicion;PREVISION INCOBRABLES-DER
ES;XSON;1123500135;Prevision incobrable;Prevision incobrables-Otras ventas;PREVISION INCOBRABLES-OTR
ES;XSON;1123500150;Prevision incobrable;Prevision x retenciones impositivas no computables;PREVISION X RETENCIONES I
ES;XSON;1131000099;AV-Cta.cobrar pagar;AV-Cta.cobrar pagar interco;AV-CTA.COBRAR PAGAR INTER
ES;XSON;1131000105;Cta.cobrar interco;Cta.cobrar pagar interco-Claxson USA II, Inc.;CTA.COBRAR PAGAR INTERCO-
ES;XSON;1131000109;Cta.cobrar interco;Cta.cobrar interco-El Sitio Inc., BVI;CTA.COBRAR INTERCO-EL SIT
ES;XSON;1131000112;Cta.cobrar interco;Cta.cobrar interco-Iberoamerican Media Hold.Chile;CTA.COBRAR INTERCO-IBEROA
ES;XSON;1131000114;Cta.cobrar interco;Cta.cobrar interco-Latin American Internet Co.,LLC;CTA.COBRAR INTERCO-LATIN
ES;XSON;1131000118;Cta.cobrar interco;Cta.cobrar interco-Millstreet International;CTA.COBRAR INTERCO-MILLST
ES;XSON;1131000119;Cta.cobrar interco;Cta.cobrar interco-O Site;CTA.COBRAR INTERCO-O SITE
ES;XSON;1131000120;Cta.cobrar interco;Cta.cobrar interco-Playboy TV International BV;CTA.COBRAR INTERCO-PLAYBO
ES;XSON;1131000121;Cta.cobrar interco;Cta.cobrar interco-Playboy TV Latin America;CTA.COBRAR INTERCO-PLAYBO
ES;XSON;1131000122;Cta.cobrar interco;Cta.cobrar interco-PTVLA US, LLC;CTA.COBRAR INTERCO-PTVLA
ES;XSON;1131000124;Cta.cobrar interco;Cta.cobrar interco-Claxson Playout;CTA.COBRAR INTERCO-CLAXSO
ES;XSON;1131000126;Cta.cobrar interco;Cta.cobrar interco-Troy Ltd.;CTA.COBRAR INTERCO-TROY L
ES;XSON;1131000128;Cta.cobrar interco;Cta.cobrar interco-AEI;CTA.COBRAR INTERCO-AEI
ES;XSON;1131000129;Cta.cobrar interco;Cta.cobrar interco-Venevision Continental;CTA.COBRAR INTERCO-VENEVI
ES;XSON;1131000131;Cta.cobrar interco;Cta.cobrar interco-Playboy Television BV;CTA.COBRAR INTERCO-PLAYBO
ES;XSON;1131000134;Cta.cobrar interco;Cta.cobrar interco-Claxson Interactive Group Inc.;CTA.COBRAR INTERCO-CLAXSO
ES;XSON;1131000135;Cta.cobrar interco;Cta.cobrar interco-Morehaven Investments, Inc.;CTA.COBRAR INTERCO-MOREHA
ES;XSON;1131000136;Cta.cobrar interco;Cta.cobrar interco-Bloomfield Mercantile;CTA.COBRAR INTERCO-BLOOMF
ES;XSON;1131000137;Cta.cobrar interco;Cta.cobrar interco-Lifford International Co.;CTA.COBRAR INTERCO-LIFFOR
ES;XSON;1131000138;Cta.cobrar interco;Cta.cobrar interco-Zagasse Corp, NV;CTA.COBRAR INTERCO-ZAGASS
ES;XSON;1131000139;Cta.cobrar interco;Cta.cobrar interco-Playboy TV Holdings, LLC;CTA.COBRAR INTERCO-PLAYBO
ES;XSON;1131000141;Cta.cobrar interco;Cta.cobrar interco-Victoria Springs Investment;CTA.COBRAR INTERCO-VICTOR
ES;XSON;1131000143;Cta.cobrar interco;Cta.cobrar interco-Lakeport Overseas, Ltd.;CTA.COBRAR INTERCO-LAKEPO
ES;XSON;1131000146;Cta.cobrar interco;Cta.cobrar interco-Contribution S.R.L.;CTA.COBRAR INTERCO-CONTRI
ES;XSON;1131000147;Cta.cobrar interco;Cta.cobrar interco-Venus TV, Inc.;CTA.COBRAR INTERCO-VENUS
ES;XSON;1131000148;Cta.cobrar interco;Cta.cobrar interco-Beach Wrestling;CTA.COBRAR INTERCO-BEACH
ES;XSON;1131000151;Cta.cobrar interco;Cta.cobrar interco-Playboy TV International LLC;CTA.COBRAR INTERCO-PLAYBO
ES;XSON;1131000153;Cta.cobrar interco;Cta.cobrar interco-Claxson Chile S.A.;CTA.COBRAR INTERCO-CLAXSO
ES;XSON;1131000154;Cta.cobrar interco;Cta.cobrar interco-Iberoamerican Radio Chile S.A.;CTA.COBRAR INTERCO-IBEROA
ES;XSON;1131000159;Cta.cobrar interco;Cta.cobrar interco-Santori NV;CTA.COBRAR INTERCO-SANTOR
ES;XSON;1131000163;Cta.cobrar interco;Cta.cobrar interco-PTVI Payboy.com;CTA.COBRAR INTERCO-PTVI P
ES;XSON;1131000165;Cta.cobrar interco;Cta.cobrar interco-DMX / AEI Holdings Inc.;CTA.COBRAR INTERCO-DMX /
ES;XSON;1131000176;Cta.cobrar interco;Cta.cobrar interco-El Sitio Commerce, Inc (BVI);CTA.COBRAR INTERCO-EL SIT
ES;XSON;1131000178;Cta.cobrar interco;Cta.cobrar interco-DLA Holdings, Inc.;CTA.COBRAR INTERCO-DLA HO
ES;XSON;1131000179;Cta.cobrar interco;Cta.cobrar interco-Digital Latin America, LLC;CTA.COBRAR INTERCO-DIGITA
ES;XSON;1131000180;Cta.cobrar interco;Cta.cobrar interco-PPV Services, LLC;CTA.COBRAR INTERCO-PPV SE
ES;XSON;1131000181;Cta.cobrar interco;Cta.cobrar interco-DAVIVO;CTA.COBRAR INTERCO-DAVIVO
ES;XSON;1131000183;Cta.cobrar interco;Cta.cobrar interco-ESDC S.A.;CTA.COBRAR INTERCO-ESDC S
ES;XSON;1131000184;Cta.cobrar interco;Cta.cobrar interco-Playboy Lifestyles Holding, LLC;CTA.COBRAR INTERCO-PLAYBO
ES;XSON;1131000185;Cta.cobrar interco;Cta.cobrar interco-Claxson Argentina S.A.;CTA.COBRAR INTERCO-CLAXSO
ES;XSON;1131000186;Cta.cobrar interco;Cta.cobrar interc-Playboy Lifestyles Argentina SRL;CTA.COBRAR INTERC-PLAYBOY
ES;XSON;1131000187;Cta.cobrar interco;Cta.cobrar interco-PB Brasil Entretenimiento S.A.;CTA.COBRAR INTERCO-PB BRA
ES;XSON;1131009105;Cta.asoc cob inter;Cta asoc cobrar pagar interco-Claxson USA II, Inc.;CTA ASOC COBRAR PAGAR INT
ES;XSON;1131009109;Cta asoc cob interco;Cta asoc cobrar interco-El Sitio Inc., BVI;CTA ASOC COBRAR INTERCO-E
ES;XSON;1131009121;Cta asoc cobrar inte;Cta asoc cobrar interco-Playboy TV Latin America;CTA ASOC COBRAR INTERCO-P
ES;XSON;1131009122;Cta asoc cobrar inte;Cta asoc cobrar interco-PTVLA US, LLC;CTA ASOC COBRAR INTERCO-P
ES;XSON;1131009131;Cta asoc cobrar inte;Cta asoc cobrar interco-Playboy Television BV;CTA ASOC COBRAR INTERCO-P
ES;XSON;1131009134;Cta asoc cobrar inte;Cta asoc cobrar interco-Claxson Interac Group Inc.;CTA ASOC COBRAR INTERCO-C
ES;XSON;1131009135;Cta asoc cobrar inte;Cta asoc cobrar interco-Morehaven Investments,Inc.;CTA ASOC COBRAR INTERCO-M
ES;XSON;1131009137;Cta asoc cobrar inte;Cta asoc cobrar interco-Lifford International Co.;CTA ASOC COBRAR INTERCO-L
ES;XSON;1131009146;Cta asoc cobrar inte;Cta asoc cobrar interco-Contribution S.R.L.;CTA ASOC COBRAR INTERCO-C
ES;XSON;1131009147;Cta asoc cobrar inte;Cta asoc cobrar interco-Venus TV, Inc.;CTA ASOC COBRAR INTERCO-V
ES;XSON;1131009153;Cta asoc cobrar paga;Cta asoc cobrar pagar interco-Claxson Chile;CTA ASOC COBRAR PAGAR INT
ES;XSON;1131009165;Cta asoc cobrar inte;Cta asoc cobrar interco-DMX / AEI Holdings Inc.;CTA ASOC COBRAR INTERCO-D
ES;XSON;1131009179;Cta asoc cobrar inte;Cta asoc cobrar interco-Digital Latin America, LLC;CTA ASOC COBRAR INTERCO-D
ES;XSON;1131009183;Cta asoc cobrar inte;Cta asoc cobrar interco-ESDC S.A.;CTA ASOC COBRAR INTERCO-E
ES;XSON;1131009184;Cta asoc cobrar inte;Cta asoc cobrar interco-Playboy Lifest Holding,LLC;CTA ASOC COBRAR INTERCO-P
ES;XSON;1131009185;Cta asoc cobrar inte;Cta asoc cobrar interco-Claxson Argentina S.A.;CTA ASOC COBRAR INTERCO-C
ES;XSON;1131009186;Cta asoc cobrar inte;Cta asoc cobrar interc-Playboy Lifestyle Arg SRL;CTA ASOC COBRAR INTERC-PL
ES;XSON;1131050090;AV-Cta.xCobrar Int;AV-Cuenta por cobrar interco (Asociada);AV-CUENTA POR COBRAR INTE
ES;XSON;1131050100;Cta.xCobrar Interco;Cuenta por cobrar interco (Asociada);CUENTA POR COBRAR INTERCO
ES;XSON;1131500100;Ctas.por Cobrar Inte;Ctas.por Cobrar Interco - Gastos a recuperar;CTAS.POR COBRAR INTERCO -
ES;XSON;1132000100;Ctas.por Cobrar Inte;Ctas por Cobrar Interco - PrÇstamos;CTAS POR COBRAR INTERCO -
ES;XSON;1132500100;Ctas.por Cobrar Inte;Ctas por Cobrar Interco - Intereses;CTAS POR COBRAR INTERCO -
ES;XSON;1133000100;Ctas.por Cobrar Inte;Ctas por Cobrar Interco - Ptamos.L.P Tramo Cte;CTAS POR COBRAR INTERCO -
ES;XSON;1141000090;AV-Ant. proveedor;AV-Anticipo proveedores - Generales;AV-ANTICIPO PROVEEDORES -
ES;XSON;1141000091;AV-Ant. proveedor;AV-Anticipo proveedores - Derechos de exhibicion;AV-ANTICIPO PROVEEDORES -
ES;XSON;1141000092;AV-Ant. proveedor;AV-Anticipo proveedores - Produccion original;AV-ANTICIPO PROVEEDORES -
ES;XSON;1141000100;Anticipo proveedores;Anticipo proveedores - Generales;ANTICIPO PROVEEDORES - GE
ES;XSON;1141000110;Anticipo proveedores;Anticipo proveedores - Derechos de exhibicion;ANTICIPO PROVEEDORES - DE
ES;XSON;1141000120;Anticipo proveedores;Anticipo proveedores - Produccion original;ANTICIPO PROVEEDORES - PR
ES;XSON;1141500090;AV-Fondos a rendir;AV-Fondos a rendir;AV-FONDOS A RENDIR
ES;XSON;1141500100;Fondos a rendir;Fondos a rendir;FONDOS A RENDIR
ES;XSON;1141500101;FAR ?Producci¢n Gral;FAR ?Producci¢n General;FAR ?PRODUCCI‡N GENERAL
ES;XSON;1141500102;FAR ?Tarjetas Recarg;FAR ?Tarjetas Recargables;FAR ?TARJETAS RECARGABLES
ES;XSON;1141600090;AV-Anticipo sueldos;AV-Anticipo de sueldos;AV-ANTICIPO DE SUELDOS
ES;XSON;1141600100;Anticipo de sueldos;Anticipo de sueldos;ANTICIPO DE SUELDOS
ES;XSON;1141600101;Prestamos a personal;Prestamos a personal;PRESTAMOS A PERSONAL
ES;XSON;1141600105;11416;Anticipos de Sueldos (no asociada);ANTICIPOS DE SUELDOS (NO
ES;XSON;1141700090;AV-Ant.Dir. y Sind;AV-Anticipo  a Directores y Sindicos;AV-ANTICIPO  A DIRECTORES
ES;XSON;1141700100;Ant.Dir. y Sind;Anticipo  a Directores y Sindicos;ANTICIPO  A DIRECTORES Y
ES;XSON;1143010001;Iva saldo a favor;Iva saldo a favor;IVA SALDO A FAVOR
ES;XSON;1143010021;Ganancias saldo a fa;Ganancias saldo a favor;GANANCIAS SALDO A FAVOR
ES;XSON;1143010060;Saldo a favor ingres;Saldo a favor ingresos brutos;SALDO A FAVOR INGRESOS BR
ES;XSON;1143010090;Ots.creditos fiscale;Ots.creditos fiscales varios;OTS.CREDITOS FISCALES VAR
ES;XSON;1143010100;CrÇdito impuesto al;CrÇdito impuesto al cheque;CRêDITO IMPUESTO AL CHEQU
ES;XSON;1143010110;CrÇdito Cargas Socia;CrÇdito Cargas Sociales;CRêDITO CARGAS SOCIALES
ES;XSON;1143013001;Remanente IVA CrÇdit;Remanente IVA CrÇdito Fiscal;REMANENTE IVA CRêDITO FIS
ES;XSON;1143013020;Pagos Provisionales;Pagos Provisionales Mensuales;PAGOS PROVISIONALES MENSU
ES;XSON;1143013030;Impuesto Especifico;Impuesto Especifico;IMPUESTO ESPECIFICO
ES;XSON;1143013040;CrÇdito 4% Activo Fi;CrÇdito 4% Activo Fijo;CRêDITO 4% ACTIVO FIJO
ES;XSON;1143013050;Impuesto Adicional 2;Impuesto Adicional 2% Ley 18566;IMPUESTO ADICIONAL 2% LEY
ES;XSON;1143013060;Capacitaci¢n Sence;Capacitaci¢n Sence;CAPACITACI‡N SENCE
ES;XSON;1143013070;Otros impuestos a re;Otros impuestos a recuperar;OTROS IMPUESTOS A RECUPER
ES;XSON;1143013080;R.G. AFIP 3450;R.G. AFIP 3450;R.G. AFIP 3450
ES;XSON;1143500100;Dep¢sitos en Garant°;Dep¢sitos en Garant°a;DEP‡SITOS EN GARANT÷A
ES;XSON;1143500200;Deposito en Garantia;Deposito en Garantia Judiciales;DEPOSITO EN GARANTIA JUDI
ES;XSON;1148500100;Otros CrÇditos Ctes;Otros CrÇditos Ctes con Relacionadas;OTROS CRêDITOS CTES CON R
ES;XSON;1149000100;Accionistas;Accionistas;ACCIONISTAS
ES;XSON;1149000110;Deudores Varios;Deudores Varios;DEUDORES VARIOS
ES;XSON;1149000115;Deudores por Decodif;Deudores por Decodificadores;DEUDORES POR DECODIFICADO
ES;XSON;1149000120;Facturas por cobrar;Facturas por cobrar - Recuperacion de gastos;FACTURAS POR COBRAR - REC
ES;XSON;1149000190;Otros CrÇditos Diver;Otros CrÇditos Diversos Corrientes;OTROS CRêDITOS DIVERSOS C
ES;XSON;1149500100;Prevision Ds.Incobra;Prevision Ds.Incobrables - Otros Creditos;PREVISION DS.INCOBRABLES
ES;XSON;1151000100;Gtos.pag.x adelant-;Gastos pagados por adelantado - Alquileres;GASTOS PAGADOS POR ADELAN
ES;XSON;1151000101;Gtos.pag.x adelant-;Gastos pagados por adelantado - Seguros;GASTOS PAGADOS POR ADELAN
ES;XSON;1151000102;Gtos.pag.x adelant-;Gastos pagados por adelantado - Publicidad;GASTOS PAGADOS POR ADELAN
ES;XSON;1151000103;Gtos.pag.x adelant-;Gastos pagados por adelantado - Software;GASTOS PAGADOS POR ADELAN
ES;XSON;1151000109;Gtos.pag.x adelant-;Gastos pagados por adelantado - Marketing;GASTOS PAGADOS POR ADELAN
ES;XSON;1151000110;Gtos.pag.x adelant-;Gastos pagados por adelantado - Asesorias;GASTOS PAGADOS POR ADELAN
ES;XSON;1151000120;Gtos.pag.x adelant-;Gastos pagados por adelantado - Eventos;GASTOS PAGADOS POR ADELAN
ES;XSON;1151000190;Gtos.pag.x adelant-;Gastos pagados por adelantado - Otros;GASTOS PAGADOS POR ADELAN
ES;XSON;1153000100;Material Oficina;Material Oficina;MATERIAL OFICINA
ES;XSON;1153000110;Regalos Publicitario;Regalos Publicitarios;REGALOS PUBLICITARIOS
ES;XSON;1161000100;Impuesto Diferido -;Impuesto Diferido - Activo Corriente;IMPUESTO DIFERIDO - ACTIV
ES;XSON;1161000101;Cta.Complementaria I;Cta.Complementaria Impuesto Diferido - Act. Cte.;CTA.COMPLEMENTARIA IMPUES
ES;XSON;1161095100;AxI-Impuesto Diferid;AxI-Impuesto Diferido Corriente;AXI-IMPUESTO DIFERIDO COR
ES;XSON;1171000100;Decodificadores;Decodificadores;DECODIFICADORES
ES;XSON;1171000110;Premium Inventory;Premium Inventory;PREMIUM INVENTORY
ES;XSON;1171095000;AxI-Mercaderias de r;AxI-Mercaderias de reventa;AXI-MERCADERIAS DE REVENT
ES;XSON;1172000100;Anticipos a Proveedo;Anticipos a Proveedores de Mercader°as;ANTICIPOS A PROVEEDORES D
ES;XSON;1172095000;AxI-Anticipos a prov;AxI-Anticipos a proveedores de mercaderias;AXI-ANTICIPOS A PROVEEDOR
ES;XSON;1173500100;Previsi¢n Desvaloriz;Previsi¢n Desvalorizaci¢n de Inventarios;PREVISI‡N DESVALORIZACI‡N
ES;XSON;1173595000;AxI-Prevision desval;AxI-Prevision desvalorizacion de inventarios;AXI-PREVISION DESVALORIZA
ES;XSON;1181000100;Der.Exhibicion - Fil;Der.Exhibicion - Films a recibir;DER.EXHIBICION - FILMS A
ES;XSON;1181095000;AxI-Films a recibir;AxI-Films a recibir;AXI-FILMS A RECIBIR
ES;XSON;1181500100;Der.Exhibicion - Fil;Der.Exhibicion - Films recibidos;DER.EXHIBICION - FILMS RE
ES;XSON;1181500101;Amort. Ac. Derechos;Amort. Ac. Derechos de Exhibicion;AMORT. AC. DERECHOS DE EX
ES;XSON;1181595000;AxI-Films por exhibi;AxI-Films por exhibir;AXI-FILMS POR EXHIBIR
ES;XSON;1182000100;Der.Exhibicion - Pro;Der.Exhibicion - Programs in Progress;DER.EXHIBICION - PROGRAMS
ES;XSON;1182095000;AxI-Programs in prog;AxI-Programs in progress;AXI-PROGRAMS IN PROGRESS
ES;XSON;1182500100;Der.Exhibicion - 3 P;Der.Exhibicion - 3 Party acq.Films;DER.EXHIBICION - 3 PARTY
ES;XSON;1182500101;Amort.Ac.Der.Exhibic;Amort.Ac.Der.Exhibicion - 3 Party acq.films;AMORT.AC.DER.EXHIBICION -
ES;XSON;1182595000;AxI-3 party acquisit;AxI-3 party acquisition films;AXI-3 PARTY ACQUISITION F
ES;XSON;1183000100;Der.Exhibicion - Pro;Der.Exhibicion - Produccion original;DER.EXHIBICION - PRODUCCI
ES;XSON;1183000101;Amort.Ac.Der.Exhibic;Amort.Ac.Der.Exhibicion - Prod.original;AMORT.AC.DER.EXHIBICION -
ES;XSON;1183095000;AxI-Produccion origi;AxI-Produccion original;AXI-PRODUCCION ORIGINAL
ES;XSON;1183500100;Eventos Especiales;Eventos Especiales;EVENTOS ESPECIALES
ES;XSON;1183595000;AxI-Eventos especial;AxI-Eventos especiales;AXI-EVENTOS ESPECIALES
ES;XSON;1184000100;Gs.Pag.por Adelantad;Gs.Pag.por Adelantado Eventos Especiales;GS.PAG.POR ADELANTADO EVE
ES;XSON;1184000110;Gs.Pag.por Adelantad;Gs.Pag.por Adelantado derechos de exhibicion;GS.PAG.POR ADELANTADO DER
ES;XSON;1184000115;Gs.Pag.por Adelantad;Gs.Pag.por Adelantado otros;GS.PAG.POR ADELANTADO OTR
ES;XSON;1184095000;AxI-Gastos pagados p;AxI-Gastos pagados por adelantado;AXI-GASTOS PAGADOS POR AD
ES;XSON;1191000100;Importaciones en Tr†;Importaciones en Tr†nsito;IMPORTACIONES EN TRµNSITO
ES;XSON;1191000190;Otros Activos Corrie;Otros Activos Corrientes;OTROS ACTIVOS CORRIENTES
ES;XSON;1191095000;AxI-Otros activos co;AxI-Otros activos corrientes;AXI-OTROS ACTIVOS CORRIEN
ES;XSON;1611000100;Colocaciones a Largo;Colocaciones a Largo Plazo;COLOCACIONES A LARGO PLAZ
ES;XSON;1611000130;Intereses por Coloca;Intereses por Colocaciones Largo Plazo;INTERESES POR COLOCACIONE
ES;XSON;1611095000;AxI-Colocaciones a l;AxI-Colocaciones a largo plazo;AXI-COLOCACIONES A LARGO
ES;XSON;1611500100;Fondo Comun de Inver;Fondo Comun de Inversion  Largo Plazo;FONDO COMUN DE INVERSION
ES;XSON;1611500110;Acciones a Largo Pla;Acciones a Largo Plazo;ACCIONES A LARGO PLAZO
ES;XSON;1611500111;Dividendos Efvo A Co;Dividendos en efectivo a cobrar;DIVIDENDOS EN EFECTIVO A
ES;XSON;1611500190;Otros T°tulos a Larg;Otros T°tulos a Largo Plazo;OTROS T÷TULOS A LARGO PLA
ES;XSON;1611595000;AxI-Titulos a largo;AxI-Titulos a largo plazo;AXI-TITULOS A LARGO PLAZO
ES;XSON;1612000100;Participaci¢n en Vin;Participaci¢n en Vinculadas No Consolid;PARTICIPACI‡N EN VINCULAD
ES;XSON;1612000101;Part vinc no Consol;Participaci¢n en Vinculadas No Consolid GWA LLC;PARTICIPACI‡N EN VINCULAD
ES;XSON;1612095000;AxI-Particip.en vinc;AxI-Particip.en vinc.no consol.no ctes.;AXI-PARTICIP.EN VINC.NO C
ES;XSON;1612500100;Part.en Subsi.Consol;Particip. en Subsi.Consol.-Acc.Ordinarias;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500106;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc.Ord.El Sitio Uruguay;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500107;Part.en Subsi.Consol;Part.en Subsi.Consol.-El Sitio Commerce, Inc.;PART.EN SUBSI.CONSOL.-EL
ES;XSON;1612500108;Part.en Subsi.Consol;Part.en Subsi.Consol.-El Sitio Chile SA;PART.EN SUBSI.CONSOL.-EL
ES;XSON;1612500109;Part.en Subsi.Consol;Part.en Subsi.Consol.-El Sitio Entretenimientos SA;PART.EN SUBSI.CONSOL.-EL
ES;XSON;1612500110;Part.en Subsi.Consol;Part.en Subsi.Consol.-O Site Entretenimentos;PART.EN SUBSI.CONSOL.-O S
ES;XSON;1612500114;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc.Ord.Hispanic Tv. B.V;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500115;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc. Ord.DLA, LLC;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500116;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc. Ord PPV Serv. LLC;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500117;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc.Ord.DLA Holdings Inc.;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500183;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc.Ord.ESDC S.A.;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500185;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc.Ord.Claxson Argentina;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500186;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc.Ord_el Sitio;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500187;Part.en Subsi.Consol;Part.en Subsi.Consol.-Acc.Or_Morehaven;PART.EN SUBSI.CONSOL.-ACC
ES;XSON;1612500188;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ac_CUSA;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500189;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ac_ZAGASSE;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500190;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ac_SANTORI;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500191;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ac_PTVLA;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500192;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ac_Lifford;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500193;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ap_Lakeport;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500194;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ap_Milstreet;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500195;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ap_Bloonfield;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612500196;Participaci¢n en Vin;Participaci¢n en Vinculadas N_Playboy TV Holding;PARTICIPACI‡N EN VINCULAD
ES;XSON;1612500197;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ap_CAH;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1612595000;AxI-Particip.en subs;AxI-Particip.en subsid.consol.-acc.ord.;AXI-PARTICIP.EN SUBSID.CO
ES;XSON;1613000100;Particip. en Subsi.C;Particip. en Subsi.Consol.-Ap.a Capitalizar;PARTICIP. EN SUBSI.CONSOL
ES;XSON;1613095000;AxI-Particip.en subs;AxI-Particip.en subsud.consol-ap.a capit.;AXI-PARTICIP.EN SUBSUD.CO
ES;XSON;1619000100;Otras Inversiones No;Otras Inversiones No Corrientes;OTRAS INVERSIONES NO CORR
ES;XSON;1619095000;AxI-Otras inversione;AxI-Otras inversiones no corrientes;AXI-OTRAS INVERSIONES NO
ES;XSON;1621000100;CrÇd.por Ventas subs;CrÇd.por Ventas subscriptores a largo plazo;CRêD.POR VENTAS SUBSCRIPT
ES;XSON;1621000110;CrÇd.por Ventas Publ;CrÇd.por Ventas Publicidad a Largo plazo;CRêD.POR VENTAS PUBLICIDA
ES;XSON;1621000115;CrÇd.por Ventas Deco;CrÇd.por Ventas Decodificadores a Largo Plazo;CRêD.POR VENTAS DECODIFIC
